id,name,category,description
aW7HH0l7J9,"Auto Scaling Launch Configurations","service_limits","Checks for usage that is more than 80% of the Auto Scaling Launch Configurations Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/autoscaling/latest/userguide/as-account-limits.html"" target=""_blank"">Auto Scaling Limits</a>"
b73EEdD790,"Amazon Route 53 Failover Resource Record Sets","fault_tolerance","Checks for Amazon Route 53 failover resource record sets that are misconfigured. When Amazon Route 53 health checks determine that the primary resource is unhealthy, Amazon Route 53 responds to queries with a secondary, backup resource record set. You must create correctly configured primary and secondary resource record sets for failover to work. Hosted zones created by AWS services won’t appear in your check results.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: A primary failover resource record set does not have a corresponding secondary resource record set.<br/>Yellow: A secondary failover resource record set does not have a corresponding primary resource record set.<br/>Yellow: Primary and secondary resource record sets that have the same name are associated with the same health check.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>If a failover resource set is missing, create the corresponding resource record set; see <a href=""http://docs.aws.amazon.com/Route53/latest/DeveloperGuide/creating-failover-rrsets.html"" target=""_blank"">Creating Failover Resource Record Sets</a>.<br/>If your resource record sets are associated with the same health check, create separate health checks for each one; see <a href=""http://docs.aws.amazon.com/Route53/latest/DeveloperGuide/health-checks-creating-deleting.html"" target=""_blank"">Creating, Updating, and Deleting Health Checks</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Information</h4><br/><a href=""http://docs.aws.amazon.com/Route53/latest/DeveloperGuide/dns-failover.html"" target=""_blank"">Amazon Route 53 Health Checks and DNS Failover</a>"
N425c450f2,"CloudFront Custom SSL Certificates in the IAM Certificate Store",security,"Checks the SSL certificates for CloudFront alternate domain names in the IAM certificate store and alerts you if the certificate is expired, will soon expire, uses outdated encryption, or is not configured correctly for the distribution. When a custom certificate for an alternate domain name expires, browsers that display your CloudFront content might show a warning message about the security of your website. Certificates that are encrypted by using the SHA-1 hashing algorithm are being deprecated by web browsers such as Chrome and Firefox.  If a certificate doesn't contain any domain names that match either Origin Domain Name or the domain name in the Host header of viewer requests, CloudFront returns an HTTP status code 502 (bad gateway) to the user. For more information, see <a href=""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/SecureConnections.html#CNAMEsAndHTTPS"" target=""_blank"">Using Alternate Domain Names and HTTPS</a>.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: A custom SSL certificate is expired.<br>Yellow: A custom SSL certificate expires in the next seven days.<br>Yellow: A custom SSL certificate was encrypted by using the SHA-1 hashing algorithm.<br>Yellow: One or more of the alternate domain names in the distribution don't appear either in the Common Name field or the Subject Alternative Names field of the custom SSL certificate.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Renew an expired certificate or a certificate that is about to expire.<br>Replace a certificate that was encrypted by using the SHA-1 hashing algorithm with a certificate that is encrypted by using the SHA-256 hashing algorithm.<br>Replace the certificate with a certificate that contains the applicable values in the Common Name or Subject Alternative Domain Names fields.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/SecureConnections.html"" target=""_blank"">Using an HTTPS Connection to Access Your Objects</a>"
L4dfs2Q4C5,"AWS Lambda Functions Using Deprecated Runtimes",security,"Checks for Lambda functions that are configured to use a runtime that is approaching deprecation or is deprecated. Deprecated runtimes are not eligible for security updates or technical support.<br/><h4 class='headerBodyStyle'>Notes:</h4><br>Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.<br>Published Lambda function versions are immutable, which means they can be invoked but not updated. Only the $LATEST version for a Lambda function can be updated. For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/configuration-versions.html"" target=""_blank"">Lambda function versions</a>.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: The function is running on a runtime that is already deprecated.<br>Yellow: The function is running on a runtime that will be deprecated within 180 days.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you have functions that are running on a runtime that is approaching deprecation, you should prepare for migration to a supported runtime. For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html"" target=""_blank"">Runtime support policy</a>.<br>We recommend that you delete earlier function versions that you’re no longer using.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""http://docs.aws.amazon.com/lambda/latest/dg/lambda-runtimes.html"" target=""_blank"">Lambda runtimes</a>"
L4dfs2Q4C6,"AWS Lambda VPC-enabled Functions without Multi-AZ Redundancy","fault_tolerance","Checks for VPC-enabled Lambda functions that are vulnerable to service interruption in a single availability zone. It is recommended for VPC-enabled functions to be connected to multiple availability zones for high availability.<br/><h4 class='headerBodyStyle'>Note:</h4> Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: A VPC-enabled Lambda function connected to subnets in a single Availability Zone.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>When configuring functions for access to your VPC, choose subnets in multiple Availability Zones to ensure high availability.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html"" target=""blank"">Configuring a Lambda function to access resources in a VPC</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/security-resilience.html"" target=""blank"">Resilience in AWS Lambda</a><br/>"
Hs4Ma3G300,"Neptune DB cluster snapshots should be encrypted at rest",security,"Checks if a Neptune DB cluster snapshot is encrypted at rest. The check fails if a Neptune DB cluster isn't encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.6<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.6/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G301,"Neptune DB clusters should have IAM database authentication enabled",security,"Checks if a Neptune DB cluster has IAM database authentication enabled. The check fails if IAM database authentication isn't enabled for a Neptune DB cluster.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.7<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.7/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G302,"Neptune DB clusters should be configured to copy tags to snapshots",security,"Checks if a Neptune DB cluster is configured to copy tags to snapshots when the snapshots are created. The check fails if a Neptune DB cluster isn't configured to copy tags to snapshots.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.8<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.8/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G303,"RDS DB clusters should be encrypted at rest",security,"Checks if an RDS DB cluster is encrypted at rest. The check fails if an RDS DB cluster isn't encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: RDS.27<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/RDS.27/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
N420c450f2,"CloudFront Alternate Domain Names",performance,"Checks Amazon CloudFront distributions for alternate domain names (CNAMES) that have incorrectly configured DNS settings. If a CloudFront distribution includes alternate domain names, the DNS configuration for the domains must route DNS queries to that distribution.<br/><br/>Note: This check assumes Amazon Route 53 DNS and Amazon CloudFront distribution are configured in the same AWS account. As such the Alert list may include resources otherwise working as expected due to DNS setting outsides of this AWS account.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: A CloudFront distribution includes alternate domain names, but the DNS configuration is not correctly set up with a CNAME record or an Amazon Route 53 alias resource record.<br/>Yellow: A CloudFront distribution includes alternate domain names, but Trusted Advisor could not evaluate the DNS configuration because there were too many redirects.<br/>Yellow: A CloudFront distribution includes alternate domain names, but Trusted Advisor could not evaluate the DNS configuration for some other reason, most likely because of a timeout.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Update the DNS configuration to route DNS queries to the CloudFront distribution; see <a href=""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/CNAMEs.html"" target=""_blank"">Using Alternate Domain Names (CNAMEs)</a>. If you're using Amazon Route 53 as your DNS service, see <a href=""https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-to-cloudfront-distribution.html"" target=""_blank"">Routing Traffic to an Amazon CloudFront Web Distribution by Using Your Domain Name</a>. If the check timed out, try refreshing the check.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a target=""_blank"" href=""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Introduction.html"">Amazon CloudFront Developer Guide</a>"
8wIqYSt25K,"ELB Network Load Balancers","service_limits","Checks for usage that is more than 80% of the ELB Network Load Balancers Limit. Classic Load Balancers and Application Load Balancers have separate limits. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br/><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/general/latest/gr/aws_service_limits.html#limits_elastic_load_balancer"" target=""_blank"">AWS Service Limits - Elastic Load Balancing default service limits</a>"
L4dfs2Q3C2,"AWS Lambda Functions with High Error Rates","cost_optimizing","Checks for Lambda functions with high error rates that may result in high cost. Lambda charges based on the number of requests and aggregate execution time for your function. Function errors may cause retries that incur additional charges.<br/><h4 class='headerBodyStyle'>Note:</h4> Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: Functions where > 10% of invocations end in error on any given day within the last 7 days.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Consider the following guidelines to reduce errors. Function errors include errors returned by the function's code and errors returned by the function's runtime. To help you troubleshoot Lambda errors, Lambda integrates with services like Amazon CloudWatch and AWS X-Ray. You can use a combination of logs, metrics, alarms, and X-ray tracing to quickly detect and identify issues in your function code, API, or other resources that support your application. For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-monitoring.html"" target=""blank"">Monitoring and troubleshooting Lambda applications</a>. For more information on handling errors with specific runtimes, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/invocation-retries.html"" target=""blank"">Error handling and automatic retries in AWS Lambda</a>. For additional troubleshooting, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-troubleshooting.html"" target=""blank"">Troubleshooting issues in Lambda</a>.You can also choose from an ecosystem of monitoring and observability tools provided by AWS Lambda partners. For additional information about Partners, see <a href=""https://aws.amazon.com/lambda/partners/?partner-solutions-cards.sort-by=item.additionalFields.partnerNameLower&partner-solutions-cards.sort-order=asc"" target=""blank"">AWS Lambda Partners</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/invocation-retries.html"" target=""blank"">Error Handling and Automatic  Retries in AWS Lambda</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-monitoring.html"" target=""blank"">Monitoring and Troubleshooting Lambda applications</a><br/><a href=""https://aws.amazon.com/premiumsupport/knowledge-center/lambda-function-retry-timeout-sdk/"" target=""blank"">Lambda Function Retry Timeout SDK</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-troubleshooting.html"" target=""blank"">Troubleshooting  issues in Lambda</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/API_Invoke.html#API_Invoke_Errors"" target=""blank"">API Invoke Errors</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/samples-errorprocessor.html"" target=""blank"">Error Processor Sample Application for AWS Lambda</a><br/>"
L4dfs2Q3C3,"AWS Lambda Functions with Excessive Timeouts","cost_optimizing","Checks for Lambda functions with high timeout rates that may result in high cost. Lambda charges based on execution time for your function and number of requests for your function. Function timeouts result in function errors that may cause retries that incur additional request and execution time charges.<br/><h4 class='headerBodyStyle'>Note:</h4> Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: Functions where > 10% of invocations end in an error due to a timeout on any given day within the last 7 days.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Inspect function logging and X-ray traces to determine the contributor to the high function duration. Implement logging in your code at relevant parts, such as before or after API calls or database connections. By default, AWS SDK clients timeouts may be longer than the configured function duration. Adjust API and SDK connection clients to retry or fail within the function timeout. If the expected duration is longer than the configured timeout, you can increase the timeout setting for the function. For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-monitoring.html"" target=""blank"">Monitoring and troubleshooting Lambda applications</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-monitoring.html"" target=""blank"">Monitoring and troubleshooting Lambda applications</a><br/><a href=""https://aws.amazon.com/premiumsupport/knowledge-center/lambda-function-retry-timeout-sdk/"" target=""blank"">Lambda Function Retry Timeout SDK</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/services-xray.html"" target=""blank"">Using AWS Lambda with AWS X-Ray</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/monitoring-cloudwatchlogs.html"" target=""blank"">Accessing Amazon CloudWatch logs for AWS Lambda</a><br/><a href=""https://docs.aws.amazon.com/lambda/latest/dg/samples-errorprocessor.html"" target=""blank"">Error Processor Sample Application for AWS Lambda</a><br/>"
ru4xfcdfMr,"Route 53 Max Health Checks","service_limits","Checks for usage that is more than 80% of the Route 53 Health Checks Limit per account. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/general/latest/gr/aws_service_limits.html"" target=""_blank"">Route 53 Limits</a>"
dV84wpqRUs,"RDS DB Manual Snapshots","service_limits","Checks for usage that is more than 80% of the RDS DB Manual Snapshots Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_Limits.html"" target=""_blank"">RDS Limits</a>"
xuy7H1avtl,"Amazon Aurora DB Instance Accessibility","fault_tolerance","Checks for cases where an Amazon Aurora DB cluster has both private and public instances. When your primary instance fails, a replica can be promoted to a primary instance. If that replica is private, users who have only public access would no longer be able to connect to the database after failover. It's best practice for all the DB instances in a cluster to have the same accessibility.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: The instances in an Aurora DB cluster have different accessibility (a mix of public and private).<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Modify the <h4 class='headerBodyStyle'>Publicly Accessible</h4> setting of the instances in the DB cluster so that they are all either public or private. For details, see the instructions for MySQL instances at <a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ModifyInstance.MySQL.html"" target=""_blank"">Modifying a DB Instance Running the MySQL Database Engine</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Aurora.Managing.html#Aurora.Managing.FaultTolerance"" target=""_blank"">Fault Tolerance for an Aurora DB Cluster</a>"
RH23stmM01,"AWS Resilience Hub resilience scores","fault_tolerance","Checks if you have run an assessment for your applications in Resilience Hub. This check alerts you if your resilience scores are below a specific value. Results for this check are automatically refreshed once every day.<br/><br/><b>Alert Criteria</b><br/>Green: Your application has a resilience score of 70 or greater.<br>Yellow: Your application has a resilience score of 40 through 69.<br>Yellow: The application hasn't been assessed yet.<br>Red: Your application has a resilience score of less than 40.<br><br/><b>Recommended Action</b><br/>Sign in to the Resilience Hub console and run an assessment for your application. Review the recommendations to improve the resilience score.<br/><br/><b>Additional Information</b><br/><a href=""https://docs.aws.amazon.com/resilience-hub/latest/userguide/concepts-terms.html"" target=""blank"">Resilience Hub concepts</a>"
RH23stmM02,"AWS Resilience Hub policy breached","fault_tolerance","Checks Resilience Hub for applications that don't meet the recovery time objective (RTO) and recovery point objective (RPO) that the policy defines. The check alerts you if your application doesn't meet the RTO and RPO objectives you've set for an application in Resilience Hub.<br/><br/><b>Alert Criteria</b><br/>Green: The application has a policy and meets the RTO and RPO objectives.<br>Yellow: The application hasn't been assessed yet.<br>Red: The application has a policy but doesn't meet the RTO and RPO objectives.<br/><br/><b>Recommended Action</b><br/>Sign in to the Resilience Hub console and review the recommendations, so that your application meets the RTO and RPO objectives.<br/><br/><b>Additional Information</b><br/><a href=""https://docs.aws.amazon.com/resilience-hub/latest/userguide/concepts-terms.html"" target=""blank"">Resilience Hub concepts</a>"
RH23stmM03,"AWS Resilience Hub assessment age","fault_tolerance","Checks how long since you last ran an application assessment. This check alerts you if you haven’t run an application assessment for a specified number of days.<br><br><b>Alert Criteria</b><br>Green: Your application assessment ran in the last 30 days.<br>Yellow: Your application assessment hasn't run in the last 30 days.<br><br><b>Recommended Action</b><br>Sign in to the Resilience Hub console and run an assessment for your application.<br><br><b></b><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/resilience-hub/latest/userguide/concepts-terms.html"" target=""_blank"">Resilience Hub concepts</a>"
DqdJqYeRm5,"IAM Access Key Rotation",security,"Checks for active IAM access keys that have not been rotated in the last 90 days.  When you rotate your access keys regularly, you reduce the chance that a compromised key could be used without your knowledge to access resources. For the purposes of this check, the last rotation date and time is when the access key was created or most recently activated. The access key number and date come from the <h4 class='headerBodyStyle'>access_key_1_last_rotated</h4> and <h4 class='headerBodyStyle'>access_key_2_last_rotated</h4> information in the most recent IAM credential report. Because the regeneration frequency of a credential report  is restricted, refreshing this check might not reflect recent changes (for details, see <a target=""_blank"" href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html"">Getting Credential Reports for Your AWS Account</a>).<br/>In order to create and rotate access keys, a user must have the appropriate permissions. For more information, see <a target=""_blank"" href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_delegate-permissions_examples.html#creds-policies-credentials"">Allow Users to Manage Their Own Passwords, Access Keys, and SSH Keys</a>.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Green: The access key is active and has been rotated in the last 90 days.<br/>Yellow: The access key is active and has been rotated in the last 2 years, but more than 90 days ago.<br/>Red: The access key is active and has not been rotated in the last 2 years.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Rotate access keys on a regular basis. See <a target=""_blank"" href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html#Using_RotateAccessKey"">Rotating Access Keys</a> and <a target=""_blank"" href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html"">Managing Access Keys for IAM Users</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a target=""_blank"" href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html"">IAM Best Practices</a><br/><a target=""_blank"" href=""https://blogs.aws.amazon.com/security/post/Tx15CIT22V4J8RP/How-to-rotate-access-keys-for-IAM-users"">How to rotate access keys for IAM users</a> (AWS blog)"
tfg86AVHAZ,"Large Number of Rules in an EC2 Security Group",performance,"Checks each Amazon Elastic Compute Cloud (EC2) security group for an excessive number of rules. If a security group has a large number of rules, performance can be degraded.<br>For more information, see <a href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html"" target=""_blank"">Amazon EC2 Security Groups</a>.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: An Amazon EC2-VPC security group has more than 50 rules.<br>Yellow: An Amazon EC2-Classic security group has more than 100 rules.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Reduce the number of rules in a security group by deleting unnecessary or overlapping rules. For more information, see <a href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html#deleting-security-group-rule"" target=""_blank"">Deleting Rules from a Security Group</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html#concepts-security"" target=""_blank"">Amazon EC2 Security Groups</a>"
kM7QQ0l7J9,"VPC Internet Gateways","service_limits","Checks for usage that is more than 80% of the VPC Internet Gateways Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/VPC_Appendix_Limits.html#vpc-limits-gateways"" target=""_blank"">VPC Gateway Limits</a>"
HCP4007jGY,"Security Groups - Specific Ports Unrestricted",security,"Checks security groups for rules that allow unrestricted access (0.0.0.0/0) to specific ports. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data). The ports with highest risk are flagged red, and those with less risk are flagged yellow. Ports flagged green are typically used by applications that require unrestricted access, such as HTTP and SMTP.<br>If you have intentionally configured your security groups in this manner, we recommend using additional security measures to secure your infrastructure (such as IP tables).<br><br>Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the <a href=""https://aws.amazon.com/premiumsupport/faqs/#AWS_Trusted_Advisor"" target=""_blank"">Trusted Advisor FAQ</a>.<br><br>Note: This check does not include the use case when a <a href=""https://docs.aws.amazon.com/vpc/latest/userguide/managed-prefix-lists.html"" target=""_blank"">customer managed prefix list</a> grants access to 0.0.0.0/0 and is used as a <b>source</b> with a security group.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Green: Access to port 80, 25, 443, or 465 is unrestricted.<br>Red: Access to port 20, 21, 1433, 1434, 3306, 3389, 4333, 5432, or 5500 is unrestricted.<br>Yellow: Access to any other port is unrestricted.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html"" target=""_blank"">Amazon EC2 Security Groups</a><br><a href=""http://en.wikipedia.org/wiki/List_of_TCP_and_UDP_port_numbers"" target=""_blank"">List of TCP and UDP port numbers</a> (Wikipedia)<br><a href=""http://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing"" target=""_blank"">Classless Inter-Domain Routing</a> (Wikipedia)"
